link_row,start_lon,start_lat,end_lon,end_lat,mid_lon,mid_lat,highway_code,vol_base_case,capacity_base_case,freespeed_ms,length_m,degree,times_intervened,mean_abs_response,std_response
2113,2.33533,48.85132,2.33429,48.85126,2.33481,48.85129,3,85.4,480.0,8.33,76.6,3,311,5.139,5.965
2114,2.36943,48.86562,2.36878,48.86544,2.3691,48.86553,9,39.7,480.0,8.33,50.7,4,0,6.567,6.603
2115,2.36878,48.86544,2.36805,48.86526,2.36842,48.86535,9,39.0,480.0,8.33,57.8,5,0,10.706,8.015
2116,2.36805,48.86526,2.36774,48.86518,2.3679,48.86522,9,38.5,480.0,8.33,24.2,5,0,10.261,7.854
2117,2.33422,48.90084,2.33095,48.90078,2.33259,48.90081,0,1123.8,6400.0,19.44,239.9,4,0,11.035,13.696
2118,2.33092,48.90059,2.33418,48.90068,2.33255,48.90063,0,824.0,6400.0,19.44,239.3,5,0,13.537,9.814
2119,2.33589,48.85317,2.33699,48.8529,2.33644,48.85303,1,131.9,3600.0,8.33,85.8,8,311,7.75,7.887
2120,2.33699,48.8529,2.33774,48.85273,2.33736,48.85281,1,108.5,3600.0,8.33,58.1,6,311,8.606,7.275
2121,2.33774,48.85273,2.33875,48.85247,2.33824,48.8526,1,101.9,3600.0,8.33,79.7,2,311,8.876,7.345
2122,2.29694,48.82638,2.29947,48.82582,2.29821,48.8261,0,1179.6,4800.0,19.44,196.1,2,0,20.056,25.103
2123,2.29954,48.82592,2.29912,48.82601,2.29933,48.82597,0,1215.6,4800.0,19.44,32.9,3,0,17.549,17.812
2124,2.26836,48.8353,2.26723,48.83531,2.2678,48.83531,1,70.8,1200.0,8.33,83.2,3,351,2.396,2.291
2125,2.27359,48.83491,2.27402,48.83482,2.27381,48.83487,0,1280.9,6400.0,19.44,32.8,3,0,14.415,13.92
2126,2.34062,48.84693,2.34085,48.84734,2.34073,48.84713,1,150.5,1200.0,8.33,48.3,2,333,18.676,16.371
2127,2.40095,48.88245,2.40196,48.88169,2.40145,48.88207,0,1003.7,6400.0,19.44,112.1,4,0,13.471,8.847
2128,2.29234,48.8507,2.29213,48.85041,2.29223,48.85055,4,55.3,480.0,8.33,35.7,4,0,4.966,4.922
2129,2.43882,48.85303,2.43867,48.85257,2.43875,48.8528,3,0.0,600.0,8.33,52.3,5,0,0.0,0.0
2130,2.43867,48.85257,2.43882,48.85303,2.43875,48.8528,3,0.0,600.0,8.33,52.3,4,0,0.0,0.0
2131,2.25386,48.84818,2.25318,48.849,2.25352,48.84859,-1,0.1,3200.0,13.89,104.5,3,0,0.412,0.633
2132,2.35801,48.83631,2.35864,48.8357,2.35833,48.836,4,1.4,480.0,8.33,82.2,3,0,0.442,0.275
2133,2.33885,48.88628,2.33803,48.88623,2.33844,48.88625,4,1.4,480.0,8.33,65.2,4,0,0.358,0.045
2134,2.33803,48.88623,2.33797,48.88612,2.338,48.88617,4,1.4,480.0,8.33,13.7,4,0,0.358,0.045
2135,2.33854,48.88596,2.34056,48.88536,2.33955,48.88566,4,1.4,480.0,8.33,161.9,2,0,0.358,0.045
2136,2.30644,48.86695,2.30637,48.86699,2.30641,48.86697,4,13.7,480.0,8.33,8.3,4,0,4.265,5.291
2137,2.30637,48.86699,2.30632,48.86702,2.30635,48.867,4,13.7,480.0,8.33,8.3,3,0,4.265,5.291
2138,2.303,48.86525,2.30407,48.8658,2.30354,48.86552,7,0.0,0.0,0.0,99.7,2,0,0.0,0.0
2139,2.30407,48.8658,2.30637,48.86699,2.30522,48.86639,7,0.0,0.0,0.0,214.3,2,0,0.0,0.0
2140,2.30637,48.86699,2.30771,48.86768,2.30704,48.86733,7,0.0,0.0,0.0,124.6,2,0,0.0,0.0
2141,2.30771,48.86768,2.30933,48.86852,2.30852,48.8681,7,0.0,0.0,0.0,151.3,4,0,0.0,0.0
2142,2.35742,48.83772,2.35729,48.83789,2.35735,48.8378,4,0.0,480.0,8.33,21.9,3,0,0.0,0.0
2143,2.35729,48.83789,2.35742,48.83772,2.35735,48.8378,4,0.0,480.0,8.33,21.9,2,0,0.0,0.0
2144,2.30194,48.88327,2.30266,48.88426,2.3023,48.88376,2,67.4,800.0,8.33,122.0,3,334,6.704,7.931
2145,2.30266,48.88426,2.30194,48.88327,2.3023,48.88376,2,56.6,800.0,8.33,122.0,3,334,5.734,7.011
2146,2.3218,48.83971,2.32237,48.83838,2.32209,48.83905,2,122.1,800.0,13.89,154.9,2,316,17.692,13.523
2147,2.32237,48.83838,2.32286,48.83768,2.32262,48.83803,2,122.7,800.0,13.89,86.7,2,316,17.296,13.151
2148,2.33055,48.83939,2.33064,48.83914,2.3306,48.83927,1,17.5,2400.0,8.33,28.6,3,316,5.132,4.419
2149,2.33064,48.83914,2.33055,48.83939,2.3306,48.83927,1,48.1,2400.0,8.33,28.6,4,316,11.056,8.235
2150,2.33064,48.83914,2.33082,48.83867,2.33073,48.83891,1,18.2,2400.0,8.33,53.9,3,316,5.184,4.627
2151,2.33082,48.83867,2.33064,48.83914,2.33073,48.83891,1,48.1,2400.0,8.33,53.9,5,316,11.056,8.235
2152,2.33082,48.83867,2.33115,48.83778,2.33099,48.83823,1,20.4,2400.0,8.33,102.2,4,316,5.416,4.726
2153,2.33115,48.83778,2.33082,48.83867,2.33099,48.83823,1,47.3,2400.0,8.33,102.2,3,316,10.596,8.085
2154,2.33115,48.83778,2.33146,48.83697,2.3313,48.83738,1,19.1,2400.0,8.33,92.5,4,316,5.288,4.733
2155,2.33146,48.83697,2.33115,48.83778,2.3313,48.83738,1,50.8,2400.0,8.33,92.5,3,316,10.927,8.338
2156,2.33146,48.83697,2.33219,48.83502,2.33182,48.83599,1,23.4,2400.0,8.33,223.6,3,316,5.403,4.765
2157,2.33219,48.83502,2.33146,48.83697,2.33182,48.83599,1,53.1,2400.0,8.33,223.6,4,316,9.811,8.125
2158,2.32763,48.83602,2.32723,48.83616,2.32743,48.83609,2,34.6,800.0,8.33,33.9,3,316,5.664,4.74
2159,2.32723,48.83616,2.32763,48.83602,2.32743,48.83609,2,11.9,800.0,8.33,33.9,3,316,3.42,3.246
2160,2.32723,48.83616,2.32662,48.83636,2.32692,48.83626,2,32.5,800.0,8.33,50.1,4,316,6.308,4.668
2161,2.32662,48.83636,2.32723,48.83616,2.32692,48.83626,2,11.9,800.0,8.33,50.1,4,316,3.388,3.267
2162,2.32662,48.83636,2.32585,48.83662,2.32623,48.83649,2,34.6,800.0,8.33,63.4,4,316,6.869,4.684
2163,2.32585,48.83662,2.32662,48.83636,2.32623,48.83649,2,10.8,800.0,8.33,63.4,4,316,3.426,3.219
2164,2.32585,48.83662,2.32402,48.83723,2.32493,48.83693,2,33.6,800.0,8.33,150.3,6,316,6.9,4.734
2165,2.32402,48.83723,2.32585,48.83662,2.32493,48.83693,2,10.7,800.0,8.33,150.3,6,316,3.434,3.248
2166,2.46457,48.81973,2.4655,48.81885,2.46503,48.81929,1,0.0,3000.0,13.89,119.2,6,0,0.0,0.0
2167,2.4655,48.81885,2.46569,48.81868,2.46559,48.81876,1,0.0,3000.0,13.89,24.1,7,0,0.0,0.0
2168,2.46569,48.81868,2.4668,48.81768,2.46625,48.81818,1,0.0,3000.0,13.89,138.1,6,0,0.0,0.0
2169,2.4668,48.81768,2.46702,48.8174,2.46691,48.81754,1,0.0,3000.0,13.89,34.5,6,0,0.0,0.0
2170,2.46707,48.82013,2.4673,48.82017,2.46719,48.82015,1,0.0,6000.0,13.89,17.7,4,0,0.35,0.507
2171,2.31882,48.83588,2.31779,48.83529,2.31831,48.83558,4,24.8,480.0,8.33,99.8,3,0,6.945,6.291
2172,2.30953,48.83947,2.30874,48.83865,2.30913,48.83906,3,65.9,480.0,8.33,107.7,4,351,9.302,11.157
2173,2.30874,48.83865,2.30833,48.83822,2.30854,48.83844,3,76.8,480.0,8.33,57.0,3,351,9.024,11.002
2174,2.30833,48.83822,2.30783,48.8377,2.30808,48.83796,3,63.5,480.0,8.33,68.9,3,351,10.962,13.206
2175,2.37573,48.83138,2.37637,48.83071,2.37605,48.83105,3,29.0,960.0,8.33,87.7,5,332,2.224,2.672
2176,2.36705,48.82264,2.36634,48.82299,2.36669,48.82282,2,168.5,1600.0,8.33,64.5,3,332,7.565,8.621
2177,2.36634,48.82299,2.36571,48.82331,2.36602,48.82315,2,138.5,1600.0,8.33,58.7,3,332,9.726,10.54
2178,2.36571,48.82331,2.36369,48.82433,2.3647,48.82382,2,107.0,1600.0,8.33,186.4,3,332,9.566,11.16
2179,2.36369,48.82433,2.36245,48.82495,2.36307,48.82464,2,119.9,1600.0,8.33,114.2,4,332,9.834,11.08
2180,2.32266,48.87094,2.32283,48.87072,2.32275,48.87083,1,325.6,2400.0,13.89,27.8,2,333,23.602,20.849
2181,2.32283,48.87072,2.32266,48.87094,2.32275,48.87083,1,10.7,2400.0,13.89,27.8,2,333,5.47,4.801
2182,2.32283,48.87072,2.32284,48.8707,2.32283,48.87071,1,322.3,2400.0,13.89,13.9,2,333,25.894,21.376
2183,2.32284,48.8707,2.32283,48.87072,2.32283,48.87071,1,10.7,2400.0,13.89,13.9,6,333,5.422,4.763
2184,2.26655,48.85702,2.26754,48.85851,2.26705,48.85777,4,1.0,480.0,8.33,181.7,8,0,0.059,0.264
2185,2.27473,48.85712,2.27469,48.85646,2.27471,48.85679,4,36.3,960.0,8.33,73.1,7,0,3.968,4.082
2186,2.31449,48.84179,2.31405,48.84247,2.31427,48.84213,4,1.4,480.0,8.33,82.4,6,0,1.109,1.144
2187,2.36089,48.82106,2.36082,48.82141,2.36085,48.82123,4,18.1,480.0,8.33,38.9,6,0,2.162,1.098
2188,2.32294,48.87513,2.32274,48.87435,2.32284,48.87474,4,27.8,480.0,8.33,88.6,4,0,3.843,4.812
2189,2.32274,48.87435,2.32252,48.87374,2.32263,48.87404,4,26.0,480.0,8.33,70.0,4,0,5.022,6.048
2190,2.32252,48.87374,2.32242,48.87343,2.32247,48.87358,4,36.2,480.0,8.33,35.3,3,0,5.325,6.577
2191,2.32242,48.87343,2.32235,48.87323,2.32239,48.87333,4,27.6,480.0,8.33,22.6,5,0,4.367,5.346
2192,2.32235,48.87323,2.32179,48.87214,2.32207,48.87268,4,32.6,480.0,8.33,133.5,4,0,4.378,5.419
2193,2.31962,48.87566,2.32116,48.87574,2.32039,48.87571,4,9.9,480.0,8.33,113.9,3,0,3.481,3.466
2194,2.32116,48.87574,2.32293,48.87579,2.32204,48.87577,4,8.3,480.0,8.33,129.3,2,0,2.88,3.381
2195,2.36168,48.86332,2.36043,48.86224,2.36106,48.86278,4,4.7,480.0,8.33,150.6,3,0,1.992,2.414
2196,2.28558,48.84681,2.28532,48.84652,2.28545,48.84667,3,0.8,480.0,8.33,36.7,4,351,1.139,1.289
2197,2.29727,48.82374,2.29812,48.82406,2.29769,48.8239,2,0.1,1000.0,8.33,73.7,4,0,6.591,8.514
2198,2.29812,48.82406,2.29886,48.82444,2.29849,48.82425,2,0.1,1000.0,8.33,69.4,5,0,6.591,8.514
2199,2.29886,48.82444,2.29856,48.82434,2.29871,48.82439,2,0.3,1000.0,8.33,25.1,4,0,0.385,0.399
2200,2.29856,48.82434,2.29806,48.82411,2.29831,48.82423,2,0.3,1000.0,8.33,44.5,5,0,0.385,0.399
2201,2.29806,48.82411,2.29727,48.82374,2.29766,48.82393,2,0.3,1000.0,8.33,71.6,6,0,0.385,0.399
2202,2.29622,48.87249,2.29634,48.87234,2.29628,48.87241,2,48.0,2400.0,8.33,18.4,5,333,7.411,9.476
2203,2.29634,48.87234,2.29622,48.87249,2.29628,48.87241,2,6.0,800.0,8.33,18.4,6,333,0.217,0.479
2204,2.26394,48.86086,2.26481,48.86228,2.26437,48.86157,0,1233.5,6400.0,19.44,170.3,6,0,6.513,8.008
2205,2.26303,48.85957,2.26363,48.86029,2.26333,48.85993,0,1275.3,8000.0,19.44,91.7,5,0,6.834,7.815
2206,2.26336,48.86037,2.26314,48.86005,2.26325,48.86021,0,1324.5,8000.0,19.44,38.5,5,0,12.577,13.473
2207,2.31405,48.84337,2.31454,48.84261,2.3143,48.84299,4,2.7,480.0,8.33,92.7,4,0,0.733,0.83
2208,2.32262,48.87806,2.32183,48.87706,2.32223,48.87756,4,51.1,480.0,8.33,125.2,7,0,5.772,6.697
2209,2.26088,48.85802,2.2626,48.85791,2.26174,48.85797,0,103.7,1200.0,8.33,128.5,4,0,9.53,12.397
2210,2.29277,48.87358,2.29415,48.87374,2.29346,48.87366,2,201.7,1600.0,13.89,102.4,5,318,15.43,18.314
2211,2.29415,48.87374,2.29277,48.87358,2.29346,48.87366,2,234.5,1600.0,13.89,102.4,6,318,33.399,39.718
2212,2.36155,48.86339,2.36243,48.86406,2.36199,48.86372,4,1.6,480.0,8.33,98.6,5,0,0.733,0.604
2213,2.29406,48.87242,2.29465,48.87325,2.29435,48.87283,2,9.2,1600.0,8.33,101.5,5,318,1.897,2.013
2214,2.29465,48.87325,2.29406,48.87242,2.29435,48.87283,2,7.0,1600.0,8.33,101.5,4,318,2.048,2.142
2215,2.2953,48.87212,2.29536,48.87179,2.29533,48.87196,1,28.0,1200.0,8.33,36.3,5,318,4.641,4.0
2216,2.29536,48.87179,2.2953,48.87212,2.29533,48.87196,1,31.5,1200.0,8.33,36.3,6,318,3.842,4.231
2217,2.29536,48.87179,2.29547,48.87115,2.29542,48.87147,1,29.6,1200.0,8.33,71.8,4,318,4.528,4.105
2218,2.29547,48.87115,2.29536,48.87179,2.29542,48.87147,1,20.0,1200.0,8.33,71.8,6,318,4.159,4.131
2219,2.29547,48.87115,2.29557,48.87051,2.29552,48.87083,1,30.5,1200.0,8.33,71.5,6,318,4.01,4.107
2220,2.29557,48.87051,2.29547,48.87115,2.29552,48.87083,1,20.0,1200.0,8.33,71.5,5,318,4.159,4.131
2221,2.29557,48.87051,2.29564,48.87012,2.2956,48.87032,1,29.3,1200.0,8.33,43.5,2,318,3.881,4.013
2222,2.29564,48.87012,2.29557,48.87051,2.2956,48.87032,1,22.0,1200.0,8.33,43.5,2,318,4.043,4.059
2223,2.29564,48.87012,2.29574,48.86953,2.29569,48.86983,1,29.5,1200.0,8.33,65.8,3,318,3.933,4.08
2224,2.29574,48.86953,2.29564,48.87012,2.29569,48.86983,1,21.8,1200.0,8.33,65.8,2,318,4.198,4.093
2225,2.29574,48.86953,2.29571,48.86792,2.29573,48.86873,1,18.9,1200.0,8.33,179.3,2,318,4.102,4.419
2226,2.29571,48.86792,2.29574,48.86953,2.29573,48.86873,1,21.3,1200.0,8.33,179.3,5,318,4.067,4.521
2227,2.31863,48.82428,2.318,48.82396,2.31832,48.82412,1,130.8,1200.0,8.33,59.0,4,316,12.443,10.631
2228,2.318,48.82396,2.31863,48.82428,2.31832,48.82412,1,136.7,1200.0,8.33,59.0,3,316,16.729,19.793
2229,2.318,48.82396,2.31766,48.82384,2.31783,48.8239,1,130.8,1200.0,8.33,28.6,3,316,12.443,10.631
2230,2.31766,48.82384,2.318,48.82396,2.31783,48.8239,1,136.7,1200.0,8.33,28.6,4,316,16.729,19.793
2231,2.36349,48.86453,2.36276,48.8639,2.36313,48.86421,5,9.7,240.0,5.56,88.3,3,0,7.349,6.471
2232,2.36276,48.8639,2.36278,48.8638,2.36277,48.86385,5,5.6,240.0,5.56,11.2,4,0,1.976,1.514
2233,2.31135,48.84754,2.31118,48.84739,2.31127,48.84747,3,51.1,480.0,8.33,21.4,4,538,3.82,4.722
2234,2.31118,48.84739,2.31118,48.84719,2.31118,48.84729,3,61.2,480.0,8.33,23.0,4,351,4.022,4.798
2235,2.30772,48.86761,2.30781,48.86636,2.30776,48.86699,4,6.5,480.0,8.33,140.0,4,0,0.78,0.787
2236,2.30471,48.86802,2.3037,48.86866,2.30421,48.86834,4,22.2,480.0,8.33,102.4,4,0,5.471,4.294
2237,2.3037,48.86866,2.30311,48.86902,2.30341,48.86884,4,21.2,480.0,8.33,59.5,4,0,4.305,5.009
2238,2.30311,48.86902,2.30277,48.86924,2.30294,48.86913,4,21.2,480.0,8.33,35.2,2,0,4.305,5.009
2239,2.30277,48.86924,2.30221,48.8696,2.30249,48.86942,4,31.8,480.0,8.33,57.2,4,0,5.632,7.015
2240,2.30221,48.8696,2.30143,48.87009,2.30182,48.86985,4,51.3,480.0,8.33,79.0,3,0,5.624,6.992
2241,2.25116,48.83894,2.2512,48.8387,2.25118,48.83882,4,0.0,1800.0,4.17,26.5,3,0,0.919,1.486
2242,2.30296,48.86528,2.303,48.86525,2.30298,48.86526,4,4.1,480.0,8.33,8.3,3,0,1.159,0.772
2243,2.303,48.86525,2.30325,48.86501,2.30313,48.86513,4,4.1,480.0,8.33,31.8,4,0,1.159,0.772
2244,2.37642,48.8421,2.37835,48.84093,2.37739,48.84151,3,33.5,480.0,8.33,193.6,2,351,7.745,7.798
2245,2.37835,48.84093,2.37642,48.8421,2.37739,48.84151,3,7.8,960.0,8.33,193.6,5,351,2.288,2.897
2246,2.30735,48.89541,2.30763,48.89553,2.30749,48.89547,0,822.3,6400.0,19.44,24.1,4,0,12.46,15.417
2247,2.31339,48.89771,2.3197,48.8997,2.31654,48.8987,0,967.9,6400.0,19.44,513.4,5,0,17.195,21.168
2248,2.3197,48.8997,2.322,48.90032,2.32085,48.90001,0,967.9,6400.0,19.44,182.7,5,0,17.195,21.168
2249,2.3181,48.83741,2.31791,48.83722,2.318,48.83731,2,90.8,800.0,8.33,26.4,5,316,6.688,6.975
2250,2.29582,48.87922,2.29582,48.87922,2.29582,48.87922,4,0.0,480.0,8.33,40.5,2,0,0.0,0.0
2251,2.29582,48.87922,2.29582,48.87922,2.29582,48.87922,4,0.0,480.0,8.33,40.5,2,0,0.0,0.0
2252,2.30749,48.89567,2.30484,48.8942,2.30616,48.89494,0,1157.2,6400.0,19.44,254.9,4,0,11.287,13.471
2253,2.39884,48.87995,2.39856,48.88012,2.3987,48.88003,3,43.3,480.0,8.33,28.8,3,318,2.995,3.724
2254,2.406,48.86618,2.40592,48.86612,2.40596,48.86615,4,18.0,480.0,8.33,8.3,2,0,7.736,7.717
2255,2.40592,48.86612,2.40505,48.86513,2.40549,48.86563,4,12.2,480.0,8.33,127.6,7,0,4.607,4.879
2256,2.40505,48.86513,2.40464,48.86466,2.40484,48.8649,4,13.5,480.0,8.33,60.7,7,0,5.036,4.919
2257,2.40774,48.84897,2.40748,48.85036,2.40761,48.84967,4,0.0,480.0,8.33,155.1,6,0,0.915,0.296
2258,2.39767,48.86493,2.39726,48.86494,2.39747,48.86494,1,162.9,1200.0,8.33,30.4,6,317,15.463,15.572
2259,2.39726,48.86494,2.39767,48.86493,2.39747,48.86494,1,156.8,1200.0,8.33,30.4,6,317,10.117,12.308
2260,2.39726,48.86494,2.39555,48.86497,2.3964,48.86496,1,175.0,1200.0,8.33,126.0,4,317,13.64,13.107
2261,2.39555,48.86497,2.39726,48.86494,2.3964,48.86496,1,159.5,1200.0,8.33,126.0,5,317,10.188,12.357
2262,2.31343,48.89791,2.30749,48.89567,2.31046,48.89679,0,1157.2,6400.0,19.44,501.4,5,0,11.287,13.471
2263,2.38928,48.88777,2.38986,48.88607,2.38957,48.88692,4,16.0,480.0,8.33,200.4,3,0,1.461,1.825
2264,2.38986,48.88607,2.38928,48.88777,2.38957,48.88692,4,29.9,480.0,8.33,200.4,6,0,6.679,8.309
2265,2.37993,48.88791,2.38049,48.88819,2.38021,48.88805,4,2.1,480.0,8.33,51.2,5,0,1.791,1.044
2266,2.41204,48.85051,2.41188,48.8513,2.41196,48.85091,4,1.6,480.0,8.33,89.0,4,0,0.464,0.352
2267,2.41264,48.86645,2.41212,48.86586,2.41238,48.86615,2,196.9,3200.0,8.33,75.1,4,317,5.608,6.854
2268,2.39009,48.83906,2.39007,48.83911,2.39008,48.83908,4,12.1,480.0,8.33,8.3,3,0,0.953,0.749
2269,2.38985,48.83909,2.38983,48.83904,2.38984,48.83906,4,15.9,480.0,8.33,8.3,2,0,3.649,2.021
2270,2.3434,48.8958,2.3458,48.89582,2.3446,48.89581,4,8.2,480.0,8.33,176.1,2,0,3.48,4.602
2271,2.3458,48.89582,2.3434,48.8958,2.3446,48.89581,4,6.0,480.0,8.33,176.1,5,0,1.389,1.713
2272,2.35605,48.87221,2.35591,48.87227,2.35598,48.87224,4,2.2,480.0,8.33,12.5,2,0,0.811,0.744
2273,2.35445,48.87286,2.35573,48.87234,2.35509,48.8726,5,17.2,240.0,5.56,110.0,2,0,4.07,1.863
2274,2.37018,48.86609,2.37071,48.866,2.37044,48.86604,1,70.4,1200.0,8.33,40.1,5,339,5.006,6.037
2275,2.37071,48.866,2.37018,48.86609,2.37044,48.86604,1,138.4,1200.0,8.33,40.1,4,339,13.305,14.993
2276,2.3765,48.85855,2.37699,48.85793,2.37674,48.85824,4,12.3,480.0,8.33,78.2,5,0,2.66,1.534
2277,2.37699,48.85793,2.37788,48.85677,2.37743,48.85735,4,17.7,480.0,8.33,144.2,5,0,4.992,4.121
2278,2.36144,48.88451,2.35938,48.88453,2.36041,48.88452,1,81.6,1200.0,8.33,151.1,4,326,5.921,7.605
2279,2.36309,48.88992,2.3635,48.88992,2.3633,48.88992,3,39.7,480.0,8.33,30.0,5,326,8.182,9.232
2280,2.36057,48.87611,2.36137,48.87743,2.36097,48.87677,2,98.3,800.0,8.33,157.9,6,312,10.966,5.978
2281,2.36137,48.87743,2.36057,48.87611,2.36097,48.87677,2,119.9,800.0,8.33,157.9,6,312,5.323,6.741
2282,2.36137,48.87743,2.3616,48.87784,2.36149,48.87764,2,95.1,800.0,8.33,48.4,6,312,9.961,5.845
2283,2.3616,48.87784,2.36137,48.87743,2.36149,48.87764,2,116.6,800.0,8.33,48.4,5,312,5.323,6.629
2284,2.3616,48.87784,2.3623,48.87893,2.36195,48.87838,2,100.0,800.0,8.33,131.8,3,312,10.102,5.91
2285,2.3623,48.87893,2.3616,48.87784,2.36195,48.87838,2,109.5,800.0,8.33,131.8,3,312,7.584,9.268
2286,2.3623,48.87893,2.3629,48.87925,2.3626,48.87909,2,109.8,800.0,8.33,57.7,2,312,9.115,8.525
2287,2.3629,48.87925,2.3623,48.87893,2.3626,48.87909,2,79.1,800.0,8.33,57.7,3,312,7.042,8.335
2288,2.2977,48.86161,2.30156,48.86227,2.29963,48.86194,1,6.4,2400.0,8.33,295.6,3,308,1.543,1.941
2289,2.36478,48.88447,2.36471,48.88437,2.36474,48.88442,3,49.2,480.0,8.33,11.9,3,514,5.669,4.918
2290,2.31373,48.89945,2.31569,48.8992,2.31471,48.89933,4,0.0,600.0,8.33,187.7,5,0,0.0,0.0
2291,2.33425,48.85593,2.33671,48.85567,2.33548,48.8558,4,0.0,480.0,8.33,183.5,4,0,0.097,0.306
2292,2.33671,48.85567,2.33425,48.85593,2.33548,48.8558,4,5.7,480.0,8.33,183.5,4,0,1.253,0.825
2293,2.35377,48.86598,2.35567,48.86556,2.35472,48.86577,2,212.1,2400.0,8.33,147.6,3,310,11.375,14.027
2294,2.35762,48.87548,2.35671,48.87556,2.35717,48.87552,4,45.9,480.0,8.33,67.3,5,0,10.766,13.637
2295,2.35808,48.87583,2.35829,48.87617,2.35819,48.876,2,12.6,800.0,8.33,40.4,3,312,2.369,2.964
2296,2.27263,48.85569,2.27204,48.85509,2.27233,48.85539,4,4.4,480.0,8.33,78.8,4,0,0.448,0.341
2297,2.2673,48.86378,2.26702,48.86404,2.26716,48.86391,2,176.6,2400.0,8.33,36.0,3,318,7.46,8.486
2298,2.26702,48.86404,2.26686,48.86419,2.26694,48.86412,2,44.8,2400.0,8.33,20.5,4,318,4.092,5.022
2299,2.26198,48.862,2.26187,48.86209,2.26193,48.86205,9,0.0,480.0,8.33,13.7,4,0,0.0,0.0
2300,2.26187,48.86209,2.26182,48.86195,2.26185,48.86201,9,0.0,480.0,8.33,22.7,4,0,0.0,0.0
2301,2.32954,48.89923,2.32948,48.899,2.32951,48.89912,7,0.0,0.0,0.0,26.6,4,0,0.0,0.0
2302,2.32948,48.899,2.32954,48.89923,2.32951,48.89912,7,0.0,0.0,0.0,26.6,4,0,0.0,0.0
2303,2.34735,48.85847,2.34744,48.85872,2.34739,48.85859,9,19.0,960.0,8.33,29.2,3,0,0.004,0.063
2304,2.32973,48.89915,2.33013,48.9003,2.32993,48.89973,1,247.6,3600.0,8.33,130.7,4,326,24.682,21.616
2305,2.32636,48.88582,2.32613,48.8863,2.32624,48.88606,1,104.8,1200.0,8.33,55.7,3,334,10.558,9.931
2306,2.32613,48.8863,2.32636,48.88582,2.32624,48.88606,1,37.3,1200.0,8.33,55.7,3,334,4.627,5.726
2307,2.32613,48.8863,2.32599,48.8866,2.32606,48.88645,1,108.7,1200.0,8.33,35.6,3,334,10.332,9.956
2308,2.32599,48.8866,2.32613,48.8863,2.32606,48.88645,1,34.1,1200.0,8.33,35.6,4,334,4.303,5.209
2309,2.32599,48.8866,2.32592,48.88676,2.32595,48.88668,1,100.7,1200.0,8.33,18.3,3,334,13.304,12.94
2310,2.32592,48.88676,2.32599,48.8866,2.32595,48.88668,1,42.8,1200.0,8.33,18.3,3,334,4.74,5.561
2311,2.32592,48.88676,2.32574,48.88717,2.32583,48.88696,1,99.7,1200.0,8.33,46.6,3,334,13.352,12.981
2312,2.32574,48.88717,2.32592,48.88676,2.32583,48.88696,1,43.0,1200.0,8.33,46.6,2,334,4.736,5.581
2313,2.32574,48.88717,2.32559,48.8875,2.32567,48.88733,1,102.2,1200.0,8.33,38.7,3,334,13.603,13.136
2314,2.32559,48.8875,2.32574,48.88717,2.32567,48.88733,1,45.6,1200.0,8.33,38.7,2,334,4.635,5.55
2315,2.29738,48.8711,2.2975,48.87094,2.29744,48.87102,2,48.1,2400.0,8.33,19.4,5,318,7.479,9.581
2316,2.36143,48.84679,2.36296,48.84576,2.36219,48.84628,-1,0.0,0.0,0.0,159.9,4,0,0.0,0.0
2317,2.36296,48.84576,2.36143,48.84679,2.36219,48.84628,-1,0.0,0.0,0.0,159.9,4,0,0.0,0.0
2318,2.2975,48.87094,2.29871,48.87179,2.29811,48.87137,4,9.5,480.0,8.33,129.1,5,0,2.443,1.798
2319,2.29871,48.87179,2.29932,48.87222,2.29901,48.87201,4,11.5,480.0,8.33,65.2,4,0,3.508,3.988
2320,2.35836,48.84886,2.36143,48.84679,2.35989,48.84782,-1,0.0,0.0,0.0,322.7,4,0,0.0,0.0
2321,2.36143,48.84679,2.35836,48.84886,2.35989,48.84782,-1,0.0,0.0,0.0,322.7,3,0,0.0,0.0
2322,2.34287,48.82858,2.34297,48.82869,2.34292,48.82864,3,55.1,480.0,8.33,13.8,3,332,10.683,13.751
2323,2.36402,48.84476,2.36402,48.84409,2.36402,48.84443,7,0.0,0.0,0.0,76.1,3,0,0.0,0.0
2324,2.36849,48.85301,2.36843,48.85292,2.36846,48.85296,1,234.6,2400.0,8.33,11.4,3,307,31.353,33.175
2325,2.36843,48.85292,2.36849,48.85301,2.36846,48.85296,1,94.0,2400.0,8.33,11.4,3,307,12.435,15.219
2326,2.36906,48.85355,2.3686,48.85325,2.36883,48.8534,1,261.7,3600.0,8.33,51.6,3,533,24.933,22.933
2327,2.3686,48.85325,2.36906,48.85355,2.36883,48.8534,1,82.0,3600.0,8.33,51.6,2,533,12.256,14.95
2328,2.3686,48.85325,2.36849,48.85301,2.36854,48.85313,1,234.6,2400.0,8.33,28.0,2,307,31.353,33.175
2329,2.36849,48.85301,2.3686,48.85325,2.36854,48.85313,1,94.0,2400.0,8.33,28.0,5,307,12.435,15.219
2330,2.38519,48.89317,2.38461,48.89345,2.3849,48.89331,4,1.3,480.0,8.33,54.0,5,0,0.966,0.816
2331,2.38461,48.89345,2.38367,48.89398,2.38414,48.89371,4,2.7,480.0,8.33,90.6,4,0,0.716,0.617
