"epoch","olive-shadow-2 - pearson","olive-shadow-2 - pearson__MIN","olive-shadow-2 - pearson__MAX","olive-shadow-2 - _step","olive-shadow-2 - _step__MIN","olive-shadow-2 - _step__MAX"
"697","0.7574611902236938","0.7574611902236938","0.7574611902236938","70497","70497","70497"
"698","0.7572706937789917","0.7572706937789917","0.7572706937789917","70598","70598","70598"
"699","0.7572185397148132","0.7572185397148132","0.7572185397148132","70699","70699","70699"
"700","0.7572581768035889","0.7572581768035889","0.7572581768035889","70800","70800","70800"
"701","0.7571465969085693","0.7571465969085693","0.7571465969085693","70901","70901","70901"
"702","0.7570991516113281","0.7570991516113281","0.7570991516113281","71002","71002","71002"
"703","0.7571675777435303","0.7571675777435303","0.7571675777435303","71103","71103","71103"
"704","0.757219672203064","0.757219672203064","0.757219672203064","71204","71204","71204"
"705","0.7574055194854736","0.7574055194854736","0.7574055194854736","71305","71305","71305"
"706","0.757257878780365","0.757257878780365","0.757257878780365","71406","71406","71406"
"707","0.7573618292808533","0.7573618292808533","0.7573618292808533","71507","71507","71507"
"708","0.7572568655014038","0.7572568655014038","0.7572568655014038","71608","71608","71608"
"709","0.7573122382164001","0.7573122382164001","0.7573122382164001","71709","71709","71709"
"710","0.7572365999221802","0.7572365999221802","0.7572365999221802","71810","71810","71810"
"711","0.757538378238678","0.757538378238678","0.757538378238678","71911","71911","71911"
"712","0.7574155330657959","0.7574155330657959","0.7574155330657959","72012","72012","72012"
"713","0.7573645710945129","0.7573645710945129","0.7573645710945129","72113","72113","72113"
"714","0.7575153112411499","0.7575153112411499","0.7575153112411499","72214","72214","72214"
"715","0.7574601769447327","0.7574601769447327","0.7574601769447327","72315","72315","72315"
"716","0.7573316097259521","0.7573316097259521","0.7573316097259521","72416","72416","72416"
"717","0.7573219537734985","0.7573219537734985","0.7573219537734985","72517","72517","72517"
"718","0.7573137283325195","0.7573137283325195","0.7573137283325195","72618","72618","72618"
"719","0.7573346495628357","0.7573346495628357","0.7573346495628357","72719","72719","72719"
"720","0.7574620246887207","0.7574620246887207","0.7574620246887207","72820","72820","72820"
"721","0.7574471235275269","0.7574471235275269","0.7574471235275269","72921","72921","72921"
"722","0.7574201822280884","0.7574201822280884","0.7574201822280884","73022","73022","73022"
"723","0.7574557065963745","0.7574557065963745","0.7574557065963745","73123","73123","73123"
"724","0.7574542760848999","0.7574542760848999","0.7574542760848999","73224","73224","73224"
"725","0.7574090361595154","0.7574090361595154","0.7574090361595154","73325","73325","73325"
"726","0.7574515342712402","0.7574515342712402","0.7574515342712402","73426","73426","73426"
"727","0.7572451829910278","0.7572451829910278","0.7572451829910278","73527","73527","73527"
"728","0.7574796080589294","0.7574796080589294","0.7574796080589294","73628","73628","73628"
"729","0.7575826644897461","0.7575826644897461","0.7575826644897461","73729","73729","73729"
"730","0.7576635479927063","0.7576635479927063","0.7576635479927063","73830","73830","73830"
"731","0.7576757073402405","0.7576757073402405","0.7576757073402405","73931","73931","73931"
"732","0.7575235366821289","0.7575235366821289","0.7575235366821289","74032","74032","74032"
"733","0.7576178312301636","0.7576178312301636","0.7576178312301636","74133","74133","74133"
"734","0.7574813961982727","0.7574813961982727","0.7574813961982727","74234","74234","74234"
"735","0.7576144933700562","0.7576144933700562","0.7576144933700562","74335","74335","74335"
"736","0.7575037479400635","0.7575037479400635","0.7575037479400635","74436","74436","74436"
"737","0.7573909759521484","0.7573909759521484","0.7573909759521484","74537","74537","74537"
"738","0.7574975490570068","0.7574975490570068","0.7574975490570068","74638","74638","74638"
"739","0.7574525475502014","0.7574525475502014","0.7574525475502014","74739","74739","74739"
"740","0.7573612332344055","0.7573612332344055","0.7573612332344055","74840","74840","74840"
"741","0.7574180960655212","0.7574180960655212","0.7574180960655212","74941","74941","74941"
"742","0.7573654651641846","0.7573654651641846","0.7573654651641846","75042","75042","75042"
"743","0.7574185132980347","0.7574185132980347","0.7574185132980347","75143","75143","75143"
"744","0.757416307926178","0.757416307926178","0.757416307926178","75244","75244","75244"
"745","0.7573813199996948","0.7573813199996948","0.7573813199996948","75345","75345","75345"
"746","0.757491946220398","0.757491946220398","0.757491946220398","75446","75446","75446"
"747","0.7575461268424988","0.7575461268424988","0.7575461268424988","75547","75547","75547"
"748","0.7574230432510376","0.7574230432510376","0.7574230432510376","75648","75648","75648"
"749","0.7574055194854736","0.7574055194854736","0.7574055194854736","75749","75749","75749"
