"epoch","olive-shadow-2 - r^2","olive-shadow-2 - r^2__MIN","olive-shadow-2 - r^2__MAX","olive-shadow-2 - _step","olive-shadow-2 - _step__MIN","olive-shadow-2 - _step__MAX"
"345","0.5487762689590454","0.5487762689590454","0.5487762689590454","34945","34945","34945"
"346","0.546916127204895","0.546916127204895","0.546916127204895","35046","35046","35046"
"347","0.5486329793930054","0.5486329793930054","0.5486329793930054","35147","35147","35147"
"348","0.5497742295265198","0.5497742295265198","0.5497742295265198","35248","35248","35248"
"349","0.5485727787017822","0.5485727787017822","0.5485727787017822","35349","35349","35349"
"350","0.549551248550415","0.549551248550415","0.549551248550415","35450","35450","35450"
"351","0.5462457537651062","0.5462457537651062","0.5462457537651062","35551","35551","35551"
"352","0.5483698844909668","0.5483698844909668","0.5483698844909668","35652","35652","35652"
"353","0.5518141388893127","0.5518141388893127","0.5518141388893127","35753","35753","35753"
"354","0.5518789291381836","0.5518789291381836","0.5518789291381836","35854","35854","35854"
"355","0.5483443140983582","0.5483443140983582","0.5483443140983582","35955","35955","35955"
"356","0.549515962600708","0.549515962600708","0.549515962600708","36056","36056","36056"
"357","0.549860954284668","0.549860954284668","0.549860954284668","36157","36157","36157"
"358","0.5515769720077515","0.5515769720077515","0.5515769720077515","36258","36258","36258"
"359","0.5501605272293091","0.5501605272293091","0.5501605272293091","36359","36359","36359"
"360","0.5486821532249451","0.5486821532249451","0.5486821532249451","36460","36460","36460"
"361","0.5444973707199097","0.5444973707199097","0.5444973707199097","36561","36561","36561"
"362","0.548261284828186","0.548261284828186","0.548261284828186","36662","36662","36662"
"363","0.5488320589065552","0.5488320589065552","0.5488320589065552","36763","36763","36763"
"364","0.5514631271362305","0.5514631271362305","0.5514631271362305","36864","36864","36864"
"365","0.5506721138954163","0.5506721138954163","0.5506721138954163","36965","36965","36965"
"366","0.5482581853866577","0.5482581853866577","0.5482581853866577","37066","37066","37066"
"367","0.5508108139038086","0.5508108139038086","0.5508108139038086","37167","37167","37167"
"368","0.5465456247329712","0.5465456247329712","0.5465456247329712","37268","37268","37268"
"369","0.5485447645187378","0.5485447645187378","0.5485447645187378","37369","37369","37369"
"370","0.5488979816436768","0.5488979816436768","0.5488979816436768","37470","37470","37470"
"371","0.5492472648620605","0.5492472648620605","0.5492472648620605","37571","37571","37571"
"372","0.5521165132522583","0.5521165132522583","0.5521165132522583","37672","37672","37672"
"373","0.5537586212158203","0.5537586212158203","0.5537586212158203","37773","37773","37773"
"374","0.5430959463119507","0.5430959463119507","0.5430959463119507","37874","37874","37874"
"375","0.552444577217102","0.552444577217102","0.552444577217102","37975","37975","37975"
"376","0.5479471683502197","0.5479471683502197","0.5479471683502197","38076","38076","38076"
"377","0.5533905625343323","0.5533905625343323","0.5533905625343323","38177","38177","38177"
"378","0.546355128288269","0.546355128288269","0.546355128288269","38278","38278","38278"
"379","0.5536695718765259","0.5536695718765259","0.5536695718765259","38379","38379","38379"
"380","0.5485066175460815","0.5485066175460815","0.5485066175460815","38480","38480","38480"
"381","0.5408523082733154","0.5408523082733154","0.5408523082733154","38581","38581","38581"
"382","0.5509192943572998","0.5509192943572998","0.5509192943572998","38682","38682","38682"
"383","0.5511575937271118","0.5511575937271118","0.5511575937271118","38783","38783","38783"
"384","0.5514044165611267","0.5514044165611267","0.5514044165611267","38884","38884","38884"
"385","0.5473047494888306","0.5473047494888306","0.5473047494888306","38985","38985","38985"
"386","0.5521472096443176","0.5521472096443176","0.5521472096443176","39086","39086","39086"
"387","0.5445638298988342","0.5445638298988342","0.5445638298988342","39187","39187","39187"
"388","0.5532876253128052","0.5532876253128052","0.5532876253128052","39288","39288","39288"
"389","0.551533043384552","0.551533043384552","0.551533043384552","39389","39389","39389"
"390","0.5534215569496155","0.5534215569496155","0.5534215569496155","39490","39490","39490"
"391","0.550673246383667","0.550673246383667","0.550673246383667","39591","39591","39591"
"392","0.5455434322357178","0.5455434322357178","0.5455434322357178","39692","39692","39692"
"393","0.5469844341278076","0.5469844341278076","0.5469844341278076","39793","39793","39793"
"394","0.5476880073547363","0.5476880073547363","0.5476880073547363","39894","39894","39894"
"395","0.5520865321159363","0.5520865321159363","0.5520865321159363","39995","39995","39995"
"396","0.5517172813415527","0.5517172813415527","0.5517172813415527","40096","40096","40096"
"397","0.5541712045669556","0.5541712045669556","0.5541712045669556","40197","40197","40197"
"398","0.5560441017150879","0.5560441017150879","0.5560441017150879","40298","40298","40298"
"399","0.554398238658905","0.554398238658905","0.554398238658905","40399","40399","40399"
"400","0.5532016754150391","0.5532016754150391","0.5532016754150391","40500","40500","40500"
"401","0.5553317070007324","0.5553317070007324","0.5553317070007324","40601","40601","40601"
"402","0.5553333759307861","0.5553333759307861","0.5553333759307861","40702","40702","40702"
"403","0.5552486181259155","0.5552486181259155","0.5552486181259155","40803","40803","40803"
"404","0.552207350730896","0.552207350730896","0.552207350730896","40904","40904","40904"
"405","0.5562001466751099","0.5562001466751099","0.5562001466751099","41005","41005","41005"
"406","0.5522292852401733","0.5522292852401733","0.5522292852401733","41106","41106","41106"
"407","0.5557339191436768","0.5557339191436768","0.5557339191436768","41207","41207","41207"
"408","0.5536360740661621","0.5536360740661621","0.5536360740661621","41308","41308","41308"
"409","0.5518856048583984","0.5518856048583984","0.5518856048583984","41409","41409","41409"
"410","0.5538504123687744","0.5538504123687744","0.5538504123687744","41510","41510","41510"
"411","0.5580363273620605","0.5580363273620605","0.5580363273620605","41611","41611","41611"
"412","0.5539268255233765","0.5539268255233765","0.5539268255233765","41712","41712","41712"
"413","0.5540846586227417","0.5540846586227417","0.5540846586227417","41813","41813","41813"
"414","0.559101939201355","0.559101939201355","0.559101939201355","41914","41914","41914"
"415","0.5515650510787964","0.5515650510787964","0.5515650510787964","42015","42015","42015"
"416","0.5526896715164185","0.5526896715164185","0.5526896715164185","42116","42116","42116"
"417","0.552165150642395","0.552165150642395","0.552165150642395","42217","42217","42217"
"418","0.5574222803115845","0.5574222803115845","0.5574222803115845","42318","42318","42318"
"419","0.5503290295600891","0.5503290295600891","0.5503290295600891","42419","42419","42419"
"420","0.558582067489624","0.558582067489624","0.558582067489624","42520","42520","42520"
"421","0.557199239730835","0.557199239730835","0.557199239730835","42621","42621","42621"
"422","0.5533247590065002","0.5533247590065002","0.5533247590065002","42722","42722","42722"
"423","0.5579887628555298","0.5579887628555298","0.5579887628555298","42823","42823","42823"
"424","0.558052659034729","0.558052659034729","0.558052659034729","42924","42924","42924"
"425","0.5562266707420349","0.5562266707420349","0.5562266707420349","43025","43025","43025"
"426","0.5572808980941772","0.5572808980941772","0.5572808980941772","43126","43126","43126"
"427","0.5579783320426941","0.5579783320426941","0.5579783320426941","43227","43227","43227"
"428","0.5518460273742676","0.5518460273742676","0.5518460273742676","43328","43328","43328"
"429","0.5594629645347595","0.5594629645347595","0.5594629645347595","43429","43429","43429"
"430","0.5586012601852417","0.5586012601852417","0.5586012601852417","43530","43530","43530"
"431","0.5544935464859009","0.5544935464859009","0.5544935464859009","43631","43631","43631"
"432","0.5559386610984802","0.5559386610984802","0.5559386610984802","43732","43732","43732"
"433","0.5549262762069702","0.5549262762069702","0.5549262762069702","43833","43833","43833"
"434","0.557643711566925","0.557643711566925","0.557643711566925","43934","43934","43934"
"435","0.5613495707511902","0.5613495707511902","0.5613495707511902","44035","44035","44035"
"436","0.560094952583313","0.560094952583313","0.560094952583313","44136","44136","44136"
"437","0.5579284429550171","0.5579284429550171","0.5579284429550171","44237","44237","44237"
"438","0.5572392344474792","0.5572392344474792","0.5572392344474792","44338","44338","44338"
"439","0.5584693551063538","0.5584693551063538","0.5584693551063538","44439","44439","44439"
"440","0.5558805465698242","0.5558805465698242","0.5558805465698242","44540","44540","44540"
"441","0.5603952407836914","0.5603952407836914","0.5603952407836914","44641","44641","44641"
"442","0.5553340911865234","0.5553340911865234","0.5553340911865234","44742","44742","44742"
"443","0.558942437171936","0.558942437171936","0.558942437171936","44843","44843","44843"
"444","0.5609413385391235","0.5609413385391235","0.5609413385391235","44944","44944","44944"
"445","0.5579350590705872","0.5579350590705872","0.5579350590705872","45045","45045","45045"
"446","0.5608292818069458","0.5608292818069458","0.5608292818069458","45146","45146","45146"
"447","0.5597763061523438","0.5597763061523438","0.5597763061523438","45247","45247","45247"
"448","0.5615317821502686","0.5615317821502686","0.5615317821502686","45348","45348","45348"
"449","0.5589649677276611","0.5589649677276611","0.5589649677276611","45449","45449","45449"
"450","0.5605096220970154","0.5605096220970154","0.5605096220970154","45550","45550","45550"
"451","0.5609859228134155","0.5609859228134155","0.5609859228134155","45651","45651","45651"
"452","0.5595970749855042","0.5595970749855042","0.5595970749855042","45752","45752","45752"
"453","0.5599133968353271","0.5599133968353271","0.5599133968353271","45853","45853","45853"
"454","0.5596104860305786","0.5596104860305786","0.5596104860305786","45954","45954","45954"
"455","0.5587278604507446","0.5587278604507446","0.5587278604507446","46055","46055","46055"
"456","0.5609077215194702","0.5609077215194702","0.5609077215194702","46156","46156","46156"
"457","0.5621343851089478","0.5621343851089478","0.5621343851089478","46257","46257","46257"
"458","0.5619426369667053","0.5619426369667053","0.5619426369667053","46358","46358","46358"
"459","0.5619890689849854","0.5619890689849854","0.5619890689849854","46459","46459","46459"
"460","0.5593268871307373","0.5593268871307373","0.5593268871307373","46560","46560","46560"
"461","0.560157299041748","0.560157299041748","0.560157299041748","46661","46661","46661"
"462","0.5598193407058716","0.5598193407058716","0.5598193407058716","46762","46762","46762"
"463","0.5596764087677002","0.5596764087677002","0.5596764087677002","46863","46863","46863"
"464","0.5609017610549927","0.5609017610549927","0.5609017610549927","46964","46964","46964"
"465","0.5593855977058411","0.5593855977058411","0.5593855977058411","47065","47065","47065"
"466","0.5613194704055786","0.5613194704055786","0.5613194704055786","47166","47166","47166"
"467","0.5644381046295166","0.5644381046295166","0.5644381046295166","47267","47267","47267"
"468","0.561874508857727","0.561874508857727","0.561874508857727","47368","47368","47368"
"469","0.5636253952980042","0.5636253952980042","0.5636253952980042","47469","47469","47469"
"470","0.5595599412918091","0.5595599412918091","0.5595599412918091","47570","47570","47570"
"471","0.5634565353393555","0.5634565353393555","0.5634565353393555","47671","47671","47671"
"472","0.5626060962677002","0.5626060962677002","0.5626060962677002","47772","47772","47772"
"473","0.5608325004577637","0.5608325004577637","0.5608325004577637","47873","47873","47873"
"474","0.5611993670463562","0.5611993670463562","0.5611993670463562","47974","47974","47974"
"475","0.5609912276268005","0.5609912276268005","0.5609912276268005","48075","48075","48075"
"476","0.5606905221939087","0.5606905221939087","0.5606905221939087","48176","48176","48176"
"477","0.560376763343811","0.560376763343811","0.560376763343811","48277","48277","48277"
"478","0.5623210668563843","0.5623210668563843","0.5623210668563843","48378","48378","48378"
"479","0.5627197623252869","0.5627197623252869","0.5627197623252869","48479","48479","48479"
"480","0.563007116317749","0.563007116317749","0.563007116317749","48580","48580","48580"
"481","0.5629791617393494","0.5629791617393494","0.5629791617393494","48681","48681","48681"
"482","0.5616482496261597","0.5616482496261597","0.5616482496261597","48782","48782","48782"
"483","0.560255765914917","0.560255765914917","0.560255765914917","48883","48883","48883"
"484","0.5625641345977783","0.5625641345977783","0.5625641345977783","48984","48984","48984"
"485","0.562915563583374","0.562915563583374","0.562915563583374","49085","49085","49085"
"486","0.5620452165603638","0.5620452165603638","0.5620452165603638","49186","49186","49186"
"487","0.561973512172699","0.561973512172699","0.561973512172699","49287","49287","49287"
"488","0.5636573433876038","0.5636573433876038","0.5636573433876038","49388","49388","49388"
"489","0.5638898611068726","0.5638898611068726","0.5638898611068726","49489","49489","49489"
"490","0.5646567344665527","0.5646567344665527","0.5646567344665527","49590","49590","49590"
"491","0.5607901811599731","0.5607901811599731","0.5607901811599731","49691","49691","49691"
"492","0.5641946792602539","0.5641946792602539","0.5641946792602539","49792","49792","49792"
"493","0.5628921389579773","0.5628921389579773","0.5628921389579773","49893","49893","49893"
"494","0.5636793971061707","0.5636793971061707","0.5636793971061707","49994","49994","49994"
"495","0.5644785761833191","0.5644785761833191","0.5644785761833191","50095","50095","50095"
"496","0.5640397071838379","0.5640397071838379","0.5640397071838379","50196","50196","50196"
"497","0.5624858140945435","0.5624858140945435","0.5624858140945435","50297","50297","50297"
"498","0.5629924535751343","0.5629924535751343","0.5629924535751343","50398","50398","50398"
"499","0.563920259475708","0.563920259475708","0.563920259475708","50499","50499","50499"
"500","0.563083291053772","0.563083291053772","0.563083291053772","50600","50600","50600"
"501","0.564446210861206","0.564446210861206","0.564446210861206","50701","50701","50701"
"502","0.5620541572570801","0.5620541572570801","0.5620541572570801","50802","50802","50802"
"503","0.5624823570251465","0.5624823570251465","0.5624823570251465","50903","50903","50903"
"504","0.5637474060058594","0.5637474060058594","0.5637474060058594","51004","51004","51004"
"505","0.5639963150024414","0.5639963150024414","0.5639963150024414","51105","51105","51105"
"506","0.5645924806594849","0.5645924806594849","0.5645924806594849","51206","51206","51206"
"507","0.5634908080101013","0.5634908080101013","0.5634908080101013","51307","51307","51307"
"508","0.563506543636322","0.563506543636322","0.563506543636322","51408","51408","51408"
"509","0.5641987323760986","0.5641987323760986","0.5641987323760986","51509","51509","51509"
"510","0.5653277635574341","0.5653277635574341","0.5653277635574341","51610","51610","51610"
"511","0.5635102987289429","0.5635102987289429","0.5635102987289429","51711","51711","51711"
"512","0.5643635988235474","0.5643635988235474","0.5643635988235474","51812","51812","51812"
"513","0.5659049153327942","0.5659049153327942","0.5659049153327942","51913","51913","51913"
"514","0.5643104314804077","0.5643104314804077","0.5643104314804077","52014","52014","52014"
"515","0.5650951266288757","0.5650951266288757","0.5650951266288757","52115","52115","52115"
"516","0.5645842552185059","0.5645842552185059","0.5645842552185059","52216","52216","52216"
"517","0.563637375831604","0.563637375831604","0.563637375831604","52317","52317","52317"
"518","0.5633561611175537","0.5633561611175537","0.5633561611175537","52418","52418","52418"
"519","0.5634312629699707","0.5634312629699707","0.5634312629699707","52519","52519","52519"
"520","0.5640482902526855","0.5640482902526855","0.5640482902526855","52620","52620","52620"
"521","0.5639810562133789","0.5639810562133789","0.5639810562133789","52721","52721","52721"
"522","0.5630596876144409","0.5630596876144409","0.5630596876144409","52822","52822","52822"
"523","0.5641781091690063","0.5641781091690063","0.5641781091690063","52923","52923","52923"
"524","0.5627090930938721","0.5627090930938721","0.5627090930938721","53024","53024","53024"
"525","0.5653232336044312","0.5653232336044312","0.5653232336044312","53125","53125","53125"
"526","0.5641720294952393","0.5641720294952393","0.5641720294952393","53226","53226","53226"
"527","0.5650982856750488","0.5650982856750488","0.5650982856750488","53327","53327","53327"
"528","0.5659630298614502","0.5659630298614502","0.5659630298614502","53428","53428","53428"
"529","0.5626077651977539","0.5626077651977539","0.5626077651977539","53529","53529","53529"
"530","0.5655118227005005","0.5655118227005005","0.5655118227005005","53630","53630","53630"
"531","0.5627048015594482","0.5627048015594482","0.5627048015594482","53731","53731","53731"
"532","0.5634304881095886","0.5634304881095886","0.5634304881095886","53832","53832","53832"
"533","0.5615145564079285","0.5615145564079285","0.5615145564079285","53933","53933","53933"
"534","0.5647376775741577","0.5647376775741577","0.5647376775741577","54034","54034","54034"
"535","0.5629805326461792","0.5629805326461792","0.5629805326461792","54135","54135","54135"
"536","0.5645607113838196","0.5645607113838196","0.5645607113838196","54236","54236","54236"
"537","0.5654770135879517","0.5654770135879517","0.5654770135879517","54337","54337","54337"
"538","0.5656546354293823","0.5656546354293823","0.5656546354293823","54438","54438","54438"
"539","0.5675598382949829","0.5675598382949829","0.5675598382949829","54539","54539","54539"
"540","0.5648988485336304","0.5648988485336304","0.5648988485336304","54640","54640","54640"
"541","0.5606201887130737","0.5606201887130737","0.5606201887130737","54741","54741","54741"
"542","0.563341498374939","0.563341498374939","0.563341498374939","54842","54842","54842"
"543","0.5658381581306458","0.5658381581306458","0.5658381581306458","54943","54943","54943"
"544","0.5649840831756592","0.5649840831756592","0.5649840831756592","55044","55044","55044"
"545","0.5620335340499878","0.5620335340499878","0.5620335340499878","55145","55145","55145"
"546","0.5642637014389038","0.5642637014389038","0.5642637014389038","55246","55246","55246"
"547","0.5641187429428101","0.5641187429428101","0.5641187429428101","55347","55347","55347"
"548","0.5656313896179199","0.5656313896179199","0.5656313896179199","55448","55448","55448"
"549","0.5661217570304871","0.5661217570304871","0.5661217570304871","55549","55549","55549"
"550","0.5653888583183289","0.5653888583183289","0.5653888583183289","55650","55650","55650"
"551","0.566714882850647","0.566714882850647","0.566714882850647","55751","55751","55751"
"552","0.567624568939209","0.567624568939209","0.567624568939209","55852","55852","55852"
"553","0.5633702278137207","0.5633702278137207","0.5633702278137207","55953","55953","55953"
"554","0.5656218528747559","0.5656218528747559","0.5656218528747559","56054","56054","56054"
"555","0.563899040222168","0.563899040222168","0.563899040222168","56155","56155","56155"
"556","0.5638037323951721","0.5638037323951721","0.5638037323951721","56256","56256","56256"
"557","0.566464364528656","0.566464364528656","0.566464364528656","56357","56357","56357"
"558","0.5678264498710632","0.5678264498710632","0.5678264498710632","56458","56458","56458"
"559","0.5671490430831909","0.5671490430831909","0.5671490430831909","56559","56559","56559"
"560","0.5652316808700562","0.5652316808700562","0.5652316808700562","56660","56660","56660"
"561","0.5647445917129517","0.5647445917129517","0.5647445917129517","56761","56761","56761"
"562","0.565805196762085","0.565805196762085","0.565805196762085","56862","56862","56862"
"563","0.5635969638824463","0.5635969638824463","0.5635969638824463","56963","56963","56963"
"564","0.5665655732154846","0.5665655732154846","0.5665655732154846","57064","57064","57064"
"565","0.566225528717041","0.566225528717041","0.566225528717041","57165","57165","57165"
"566","0.5642268657684326","0.5642268657684326","0.5642268657684326","57266","57266","57266"
"567","0.5653537511825562","0.5653537511825562","0.5653537511825562","57367","57367","57367"
"568","0.5643247365951538","0.5643247365951538","0.5643247365951538","57468","57468","57468"
"569","0.5648573637008667","0.5648573637008667","0.5648573637008667","57569","57569","57569"
"570","0.5668566226959229","0.5668566226959229","0.5668566226959229","57670","57670","57670"
"571","0.5652931928634644","0.5652931928634644","0.5652931928634644","57771","57771","57771"
"572","0.5649142265319824","0.5649142265319824","0.5649142265319824","57872","57872","57872"
"573","0.5661447048187256","0.5661447048187256","0.5661447048187256","57973","57973","57973"
"574","0.5666755437850952","0.5666755437850952","0.5666755437850952","58074","58074","58074"
"575","0.5652492046356201","0.5652492046356201","0.5652492046356201","58175","58175","58175"
"576","0.5654146075248718","0.5654146075248718","0.5654146075248718","58276","58276","58276"
"577","0.5657795667648315","0.5657795667648315","0.5657795667648315","58377","58377","58377"
"578","0.5690097808837891","0.5690097808837891","0.5690097808837891","58478","58478","58478"
"579","0.566210150718689","0.566210150718689","0.566210150718689","58579","58579","58579"
"580","0.5673605799674988","0.5673605799674988","0.5673605799674988","58680","58680","58680"
"581","0.5672657489776611","0.5672657489776611","0.5672657489776611","58781","58781","58781"
"582","0.5663695335388184","0.5663695335388184","0.5663695335388184","58882","58882","58882"
"583","0.5664715766906738","0.5664715766906738","0.5664715766906738","58983","58983","58983"
"584","0.5662663578987122","0.5662663578987122","0.5662663578987122","59084","59084","59084"
"585","0.564956784248352","0.564956784248352","0.564956784248352","59185","59185","59185"
"586","0.5655525922775269","0.5655525922775269","0.5655525922775269","59286","59286","59286"
"587","0.5671327710151672","0.5671327710151672","0.5671327710151672","59387","59387","59387"
"588","0.5678679943084717","0.5678679943084717","0.5678679943084717","59488","59488","59488"
"589","0.5668402910232544","0.5668402910232544","0.5668402910232544","59589","59589","59589"
"590","0.5667315721511841","0.5667315721511841","0.5667315721511841","59690","59690","59690"
"591","0.5627306699752808","0.5627306699752808","0.5627306699752808","59791","59791","59791"
"592","0.5674821138381958","0.5674821138381958","0.5674821138381958","59892","59892","59892"
"593","0.5677615404129028","0.5677615404129028","0.5677615404129028","59993","59993","59993"
"594","0.5662804841995239","0.5662804841995239","0.5662804841995239","60094","60094","60094"
"595","0.5680421590805054","0.5680421590805054","0.5680421590805054","60195","60195","60195"
"596","0.5654951333999634","0.5654951333999634","0.5654951333999634","60296","60296","60296"
"597","0.566909670829773","0.566909670829773","0.566909670829773","60397","60397","60397"
"598","0.5676764249801636","0.5676764249801636","0.5676764249801636","60498","60498","60498"
"599","0.5665388107299805","0.5665388107299805","0.5665388107299805","60599","60599","60599"
"600","0.5677348971366882","0.5677348971366882","0.5677348971366882","60700","60700","60700"
"601","0.5662286877632141","0.5662286877632141","0.5662286877632141","60801","60801","60801"
"602","0.5662599205970764","0.5662599205970764","0.5662599205970764","60902","60902","60902"
"603","0.5672446489334106","0.5672446489334106","0.5672446489334106","61003","61003","61003"
"604","0.5679292678833008","0.5679292678833008","0.5679292678833008","61104","61104","61104"
"605","0.5667465925216675","0.5667465925216675","0.5667465925216675","61205","61205","61205"
"606","0.5669854879379272","0.5669854879379272","0.5669854879379272","61306","61306","61306"
"607","0.5680191516876221","0.5680191516876221","0.5680191516876221","61407","61407","61407"
"608","0.566411554813385","0.566411554813385","0.566411554813385","61508","61508","61508"
"609","0.5672250986099243","0.5672250986099243","0.5672250986099243","61609","61609","61609"
"610","0.5685533881187439","0.5685533881187439","0.5685533881187439","61710","61710","61710"
"611","0.5685157775878906","0.5685157775878906","0.5685157775878906","61811","61811","61811"
"612","0.5678261518478394","0.5678261518478394","0.5678261518478394","61912","61912","61912"
"613","0.5669777393341064","0.5669777393341064","0.5669777393341064","62013","62013","62013"
"614","0.5666571259498596","0.5666571259498596","0.5666571259498596","62114","62114","62114"
"615","0.5671840310096741","0.5671840310096741","0.5671840310096741","62215","62215","62215"
"616","0.5671504735946655","0.5671504735946655","0.5671504735946655","62316","62316","62316"
"617","0.5693250894546509","0.5693250894546509","0.5693250894546509","62417","62417","62417"
"618","0.5676606893539429","0.5676606893539429","0.5676606893539429","62518","62518","62518"
"619","0.5671669244766235","0.5671669244766235","0.5671669244766235","62619","62619","62619"
"620","0.5686397552490234","0.5686397552490234","0.5686397552490234","62720","62720","62720"
"621","0.5666513442993164","0.5666513442993164","0.5666513442993164","62821","62821","62821"
"622","0.5666343569755554","0.5666343569755554","0.5666343569755554","62922","62922","62922"
"623","0.5678300857543945","0.5678300857543945","0.5678300857543945","63023","63023","63023"
"624","0.5669697523117065","0.5669697523117065","0.5669697523117065","63124","63124","63124"
"625","0.5683795809745789","0.5683795809745789","0.5683795809745789","63225","63225","63225"
"626","0.5670226812362671","0.5670226812362671","0.5670226812362671","63326","63326","63326"
"627","0.5665355324745178","0.5665355324745178","0.5665355324745178","63427","63427","63427"
"628","0.5667591094970703","0.5667591094970703","0.5667591094970703","63528","63528","63528"
"629","0.5664495229721069","0.5664495229721069","0.5664495229721069","63629","63629","63629"
"630","0.5675305128097534","0.5675305128097534","0.5675305128097534","63730","63730","63730"
"631","0.5668348073959351","0.5668348073959351","0.5668348073959351","63831","63831","63831"
"632","0.5662418603897095","0.5662418603897095","0.5662418603897095","63932","63932","63932"
"633","0.5678365230560303","0.5678365230560303","0.5678365230560303","64033","64033","64033"
"634","0.5674271583557129","0.5674271583557129","0.5674271583557129","64134","64134","64134"
"635","0.5686586499214172","0.5686586499214172","0.5686586499214172","64235","64235","64235"
"636","0.5686748027801514","0.5686748027801514","0.5686748027801514","64336","64336","64336"
"637","0.5680437088012695","0.5680437088012695","0.5680437088012695","64437","64437","64437"
"638","0.5671361684799194","0.5671361684799194","0.5671361684799194","64538","64538","64538"
"639","0.5674155950546265","0.5674155950546265","0.5674155950546265","64639","64639","64639"
"640","0.5665361881256104","0.5665361881256104","0.5665361881256104","64740","64740","64740"
"641","0.5683865547180176","0.5683865547180176","0.5683865547180176","64841","64841","64841"
"642","0.5689242482185364","0.5689242482185364","0.5689242482185364","64942","64942","64942"
"643","0.5668116807937622","0.5668116807937622","0.5668116807937622","65043","65043","65043"
"644","0.5664685368537903","0.5664685368537903","0.5664685368537903","65144","65144","65144"
"645","0.5665633082389832","0.5665633082389832","0.5665633082389832","65245","65245","65245"
"646","0.5687544345855713","0.5687544345855713","0.5687544345855713","65346","65346","65346"
"647","0.5683861970901489","0.5683861970901489","0.5683861970901489","65447","65447","65447"
"648","0.5691022872924805","0.5691022872924805","0.5691022872924805","65548","65548","65548"
"649","0.5688033699989319","0.5688033699989319","0.5688033699989319","65649","65649","65649"
"650","0.5686880350112915","0.5686880350112915","0.5686880350112915","65750","65750","65750"
"651","0.5687952041625977","0.5687952041625977","0.5687952041625977","65851","65851","65851"
"652","0.5678569078445435","0.5678569078445435","0.5678569078445435","65952","65952","65952"
"653","0.5689830183982849","0.5689830183982849","0.5689830183982849","66053","66053","66053"
"654","0.5690684914588928","0.5690684914588928","0.5690684914588928","66154","66154","66154"
"655","0.5689572095870972","0.5689572095870972","0.5689572095870972","66255","66255","66255"
"656","0.5698075294494629","0.5698075294494629","0.5698075294494629","66356","66356","66356"
"657","0.5673924684524536","0.5673924684524536","0.5673924684524536","66457","66457","66457"
"658","0.5674611926078796","0.5674611926078796","0.5674611926078796","66558","66558","66558"
"659","0.5677827596664429","0.5677827596664429","0.5677827596664429","66659","66659","66659"
"660","0.5692285299301147","0.5692285299301147","0.5692285299301147","66760","66760","66760"
"661","0.568207859992981","0.568207859992981","0.568207859992981","66861","66861","66861"
"662","0.5680689215660095","0.5680689215660095","0.5680689215660095","66962","66962","66962"
"663","0.5681093335151672","0.5681093335151672","0.5681093335151672","67063","67063","67063"
"664","0.5679284334182739","0.5679284334182739","0.5679284334182739","67164","67164","67164"
"665","0.5691442489624023","0.5691442489624023","0.5691442489624023","67265","67265","67265"
"666","0.5685701370239258","0.5685701370239258","0.5685701370239258","67366","67366","67366"
"667","0.5687662363052368","0.5687662363052368","0.5687662363052368","67467","67467","67467"
"668","0.5692722797393799","0.5692722797393799","0.5692722797393799","67568","67568","67568"
"669","0.5695787668228149","0.5695787668228149","0.5695787668228149","67669","67669","67669"
"670","0.5689430832862854","0.5689430832862854","0.5689430832862854","67770","67770","67770"
"671","0.568645715713501","0.568645715713501","0.568645715713501","67871","67871","67871"
"672","0.5690596103668213","0.5690596103668213","0.5690596103668213","67972","67972","67972"
"673","0.5693838000297546","0.5693838000297546","0.5693838000297546","68073","68073","68073"
"674","0.5687487125396729","0.5687487125396729","0.5687487125396729","68174","68174","68174"
"675","0.5686453580856323","0.5686453580856323","0.5686453580856323","68275","68275","68275"
"676","0.5689026117324829","0.5689026117324829","0.5689026117324829","68376","68376","68376"
"677","0.5694384574890137","0.5694384574890137","0.5694384574890137","68477","68477","68477"
"678","0.5687196850776672","0.5687196850776672","0.5687196850776672","68578","68578","68578"
"679","0.5689287185668945","0.5689287185668945","0.5689287185668945","68679","68679","68679"
"680","0.5690460205078125","0.5690460205078125","0.5690460205078125","68780","68780","68780"
"681","0.5687836408615112","0.5687836408615112","0.5687836408615112","68881","68881","68881"
"682","0.5691285729408264","0.5691285729408264","0.5691285729408264","68982","68982","68982"
"683","0.5693358182907104","0.5693358182907104","0.5693358182907104","69083","69083","69083"
"684","0.5684451460838318","0.5684451460838318","0.5684451460838318","69184","69184","69184"
"685","0.5686333179473877","0.5686333179473877","0.5686333179473877","69285","69285","69285"
"686","0.5690982341766357","0.5690982341766357","0.5690982341766357","69386","69386","69386"
"687","0.5699443817138672","0.5699443817138672","0.5699443817138672","69487","69487","69487"
"688","0.5694311261177063","0.5694311261177063","0.5694311261177063","69588","69588","69588"
"689","0.5688995122909546","0.5688995122909546","0.5688995122909546","69689","69689","69689"
"690","0.5687646269798279","0.5687646269798279","0.5687646269798279","69790","69790","69790"
"691","0.5696005821228027","0.5696005821228027","0.5696005821228027","69891","69891","69891"
"692","0.569148063659668","0.569148063659668","0.569148063659668","69992","69992","69992"
"693","0.569525957107544","0.569525957107544","0.569525957107544","70093","70093","70093"
"694","0.5693260431289673","0.5693260431289673","0.5693260431289673","70194","70194","70194"
